R,G,B,label,label_name
221,216,40,0,yellow
146,32,179,3,violet
2,22,4,7,black
220,8,24,2,red
229,215,230,6,white
27,158,51,5,green
235,201,0,0,yellow
11,4,25,7,black
245,236,7,0,yellow
154,7,190,3,violet
231,4,24,2,red
205,125,0,1,orange
16,166,29,5,green
202,11,23,2,red
28,82,202,4,blue
24,47,195,4,blue
236,219,210,6,white
248,235,234,6,white
25,82,231,4,blue
19,6,6,7,black
237,241,45,0,yellow
241,200,9,0,yellow
249,243,39,0,yellow
220,0,0,2,red
112,30,197,3,violet
208,12,2,2,red
148,43,208,3,violet
117,25,181,3,violet
0,52,235,4,blue
13,26,9,7,black
6,32,15,7,black
18,36,29,7,black
33,8,13,7,black
253,225,27,0,yellow
13,3,21,7,black
241,220,223,6,white
0,44,223,4,blue
215,26,36,2,red
206,31,35,2,red
223,248,250,6,white
213,233,229,6,white
26,65,229,4,blue
220,241,26,0,yellow
123,8,186,3,violet
243,239,33,0,yellow
45,185,18,5,green
9,175,45,5,green
211,246,225,6,white
142,29,187,3,violet
17,199,10,5,green
1,81,234,4,blue
213,218,214,6,white
33,18,13,7,black
0,84,191,4,blue
32,175,5,5,green
36,39,205,4,blue
244,246,227,6,white
219,237,227,6,white
120,8,185,3,violet
16,7,6,7,black
221,126,10,1,orange
13,53,210,4,blue
12,167,54,5,green
222,126,0,1,orange
216,124,32,1,orange
234,217,224,6,white
234,117,13,1,orange
43,166,36,5,green
212,234,233,6,white
211,237,240,6,white
1,44,224,4,blue
129,28,222,3,violet
230,231,21,0,yellow
211,219,246,6,white
7,29,5,7,black
31,8,17,7,black
18,49,195,4,blue
235,222,33,0,yellow
255,234,18,0,yellow
216,229,226,6,white
133,43,181,3,violet
255,200,36,0,yellow
204,4,3,2,red
227,206,34,0,yellow
255,236,16,0,yellow
18,72,205,4,blue
241,227,237,6,white
244,222,240,6,white
26,75,220,4,blue
0,35,193,4,blue
15,36,192,4,blue
255,218,5,0,yellow
219,208,31,0,yellow
1,179,42,5,green
224,233,27,0,yellow
36,60,208,4,blue
232,121,13,1,orange
108,17,196,3,violet
140,24,175,3,violet
26,197,8,5,green
220,227,242,6,white
206,3,34,2,red
241,243,214,6,white
